sample	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7	gene_8	gene_9	gene_10
sample_18	16.5706016887399	15.093575163525	15.9731704139001	15.1104995779932	14.9514425892682	15.865316995852	17.4336307632581	17.1174499729853	15.5443495425092	16.5244856672778
sample_19	-5.99232388602917	-5.10166186895116	-5.31001696753702	-6.35838820251702	-4.9792762999805	-5.71805853948129	-5.13134997179926	-6.34262258133419	-5.98495620355881	-4.34000087612048
sample_20	10.5711933181887	9.59141367070004	9.17693114940745	10.3472359380668	9.07795625277566	10.0307697808322	11.6274436786399	10.399297970032	9.97304297356827	10.9198152374331
sample_21	-1.24825758494238	-1.3020672340526	-2.00852293924821	-1.09602355858296	-1.26171749380319	0.0235842252525078	-1.29887196914973	-0.152946199156892	-0.101728409513592	-1.37787674401629
sample_22	3.40849845616448	3.81995518637518	2.83293753062294	4.05548427376207	2.62566651327858	2.81812876249289	3.34193671312263	4.1079184656647	3.27120697841141	3.21174559870462
sample_23	4.37174027295629	5.65733341794843	4.80442025037314	4.49432615024379	5.09166193706328	5.12217076792437	5.18484087007506	6.26961880596735	4.17174863571713	7.22400169461788
sample_24	12.0484764354312	13.119405995791	11.6524046289404	14.0433723908277	12.940749843296	11.6046253235615	11.8465679303794	11.8488810981659	13.4360000588124	15.097537624545
sample_25	12.7455520177873	13.2754961356563	13.822141570498	14.0453827077481	13.2451470910582	14.489134289437	14.16088685135	14.9460280361822	14.7688372164748	14.5527932978791
sample_26	4.77937647401403	6.36343659125854	5.82199166411834	4.74328099672252	5.18021176989664	5.53036845276932	5.35934709899253	7.3027413313841	6.72588561641769	8.07991860856135
sample_27	-1.37746628211429	-2.09422360723552	-0.592782743383751	-1.05732277195498	-0.826283277652751	-1.07196703962787	-2.44005278366492	-1.28633657161728	2.77267218075918	1.68165606612028
sample_28	10.2343651942616	9.75752316320589	9.31677615405104	10.3025865295258	9.70525564449079	9.46437864437407	12.1206652078606	12.3503771365662	10.6915835699265	10.3652396818106
sample_29	16.4051444799389	16.7694505966668	17.2433703619389	16.5446164643736	17.1665052488758	17.4244390193495	18.5933501631573	17.6553698706431	18.7908216562177	19.5204352091379
sample_30	20.5035892974038	19.8458491493251	19.4764490422811	20.0688837656874	19.9677583834362	21.9782597246975	20.3820621897379	22.3026512632091	22.0962309665423	21.6130957615899
sample_31	11.9599060028798	11.9655890990774	12.3509119640691	11.5442895102198	11.9641181377369	12.0655117625146	12.2663601143499	12.6744669097756	14.2262315301162	12.7599285808468
sample_32	-6.43162657781896	-6.28717065054392	-5.56930771895152	-6.23435906515096	-6.17111364720687	-5.81665413647606	-5.86973947403951	-4.7005361065915	-5.4147674408178	-4.26460626674396
sample_33	1.95728093634876	1.25548147905291	1.41795784781044	1.92761257571119	0.0524751046426486	1.89822501878651	2.46579228907168	3.74022103664844	1.58431367420373	5.17186105197044
sample_34	-11.5975977703654	-11.6743880095686	-11.4456686020803	-11.3901289069658	-11.315713785144	-10.3797759809919	-10.9459667691413	-11.4318287116465	-8.74530270523802	-11.949674398738
sample_35	2.66827497862675	3.56501076069103	3.52621900343181	3.3074034956158	4.14433493648567	3.31988026471807	3.60344058418352	2.58369867975484	5.45511562786234	6.89485631621874
sample_36	8.29086094951793	8.02553218570553	7.06058579175185	9.14172088371479	7.57762517824862	8.57242465185928	8.04642562927203	8.59013354684776	8.61553925549821	9.12638008347752
sample_37	3.4081031613034	2.49400625519766	3.06972772036771	3.68631423969868	3.55848038223031	2.35094613357478	3.8433344913713	5.2722270195223	4.407200768648	6.27570830729708
sample_38	5.92076586837846	5.48979775064742	6.36387820943712	6.20618521001425	4.878763952136	5.58797812408465	4.58964864637248	7.05321251403444	8.19539456751465	6.50453070711614
sample_39	12.4014998504133	10.6487170666013	10.2633479470118	10.4782594070033	10.1544404271282	11.5542064323907	10.6731976107022	10.5782936928011	11.3259986773853	12.6320469419432
sample_40	15.5218199795763	16.0417804056484	16.6817474012402	14.9355364274008	15.0279983060641	15.9403088861314	17.0516124242893	16.184853640354	18.9706068936214	19.1374720456091
sample_41	13.0936548135352	13.0070499663384	12.4072990736974	13.5075175675261	13.5798996811547	14.1069577812754	12.2938890240518	15.3964579807594	16.2428415257645	15.9273082043616
sample_42	3.36916934867662	4.54039236518351	3.93709360999069	4.98175724768722	4.35400138955584	4.25081486993263	4.2155555228113	4.89327634351967	5.34266205701584	5.48087163990213
sample_43	-1.90167336259684	-2.34544210912197	-1.61254229497582	-1.77371070819879	-2.118709437571	-1.64118416472436	-1.87787410239436	-1.86013865176809	-1.19081783080249	-2.10837631827843
sample_44	10.3620862965729	9.97531956013828	10.4309820341764	10.8836677720684	10.3181916531971	9.02040291758706	10.3451388431894	9.87041375390376	9.46455343019255	10.1569017603687
sample_45	13.5078999901445	13.3157490334046	12.7655150880399	12.3011356914208	13.3655922710462	12.7276175668138	12.6719358484413	15.0184571888696	13.0660755657534	14.8137830413884
sample_46	7.82099931486339	7.75473747604876	8.56708943244501	7.53232290228936	7.35800187470203	7.95805780628982	8.28053556098618	8.05681476759733	7.70902649123933	9.27584801923025
sample_47	4.49406628708017	3.94870712543703	3.90665298644973	3.88636183432227	5.15340622842133	4.34594652975976	4.9373328876885	6.82470082575497	4.53912170809139	6.28440187550029
sample_48	-1.52472259391866	-1.64792465372894	-1.97270263560719	-1.4570022988128	-1.81919873099851	-0.699101275814603	-1.47118539321163	-1.29809866363122	-0.500807871387983	-1.19498827306132
sample_49	5.98392085697492	5.931581462782	5.60097195294734	6.10078998564455	5.7093563418874	7.03636760740082	9.01943497168461	8.44727031395343	8.94681711197671	7.39449381267591
sample_50	6.37023106351531	5.48636457306082	6.52631758932555	5.5403096683136	5.60059179277725	5.17847456297538	5.9089801921665	7.87636086008867	6.92868942591625	7.9482795938725
sample_51	1.0655887013017	0.90089050773457	2.80603227638506	3.08011661160002	1.20598655508597	2.56391050368032	0.54459430910399	0.688929432368711	2.62308041283653	3.64231490544295
sample_52	12.951885725262	12.2940729397179	13.190045508667	13.1821814370563	13.6178501113306	12.7562035324291	13.4952375631941	12.2825727087981	12.9168554848175	15.8836318397992
sample_53	0.616069697560145	0.405661259421625	2.25639685201819	-0.120429771578315	1.52673359432319	2.90586692653957	0.958748203785635	1.81652982681741	2.35056125529422	2.76744376580916
sample_54	6.21090562188783	5.88309921484842	5.52198692770703	5.63653612984752	6.36332274135301	5.45216987086524	5.41967961556016	6.77591370157213	7.2975101757173	6.94802763286843
sample_55	17.3165319424749	17.3899784083892	17.3352261263544	17.0343753920793	16.895427381009	16.260033138522	16.4327233573367	18.6668237385757	17.6511376570483	18.3018274809614
sample_56	2.09423017621262	2.24100822380647	3.53563217566163	4.09461732055222	3.4696434074597	3.24040213454937	3.78089935727286	3.52169520184812	4.7606076617556	2.94086500860602
sample_57	21.1436756844928	20.4355945634744	19.6858396139067	20.3168643934748	20.1691100086554	22.0164899530161	20.3470524443713	23.4478309170136	24.6442022908643	22.0642265613006
sample_58	12.1153627755699	10.8177904812478	11.0636007301884	11.8940922768964	10.9011254156682	10.9097888023689	11.4946971717255	12.6894028899981	11.4409502340252	15.2235487556938
sample_59	5.76307556258496	6.9652165145167	6.13687798137211	5.81497508861185	5.56607168511029	4.3580603662851	7.35304240494853	8.26490168660273	7.91513005654704	8.74132244478593
sample_60	20.6358682408776	21.5670612778034	21.1848047444293	21.3792140753995	20.589295370725	20.6555284656574	20.8972170479424	22.0949497960543	21.7802260174288	24.770823352629
sample_61	-4.22594510444254	-4.43638415544729	-3.44436214270636	-4.53833740737128	-2.72374686861845	-1.81716852125619	-3.23296190059531	-4.69649975873483	-2.67677489273642	-2.04951944899748
sample_62	6.36550961149644	7.05027143606285	5.93712141658318	6.45706589911533	6.90663884946653	6.1553495843575	8.14855852918199	7.16528838250463	7.76558404879922	8.66343873677403
sample_63	14.1387209216087	13.4782941805718	13.7826275404995	13.5129138261389	14.8371519068946	12.8465459782973	13.3354934075639	14.585064777769	15.9179116882475	13.6567164835081
sample_64	10.6537017458665	11.3690166837405	11.3113954174386	11.1145775419385	11.4634404434963	11.3769658660946	12.6038949431636	11.0467149595148	13.4342182370939	12.1059527224262
sample_65	20.5971038082444	21.4014019686159	21.8434073888958	20.4913353989366	19.969936757039	20.9274775895479	20.6359033621056	22.2582993047322	23.3924108420651	23.7691530054887
sample_66	13.9542026219098	13.3725186582006	14.5385430423803	15.3616613901268	14.1150522480082	15.062991197954	13.8170460376591	14.0980473298391	14.567430244143	15.2057033621129
sample_67	-2.57887921116917	-3.73292955980105	-3.13023345932064	-2.441803806545	-3.18214024851833	-3.10834789784229	-3.27540492130887	-2.4266051665758	-3.84107486915277	-3.43634971331691
sample_68	4.7788618398103	4.22070972635665	4.29232109864943	3.47896649651815	3.84685618060956	4.77711470240886	3.36771631875264	5.22144638360609	5.72123263838385	5.7479129463119
sample_69	7.60020178876831	8.64242195374968	8.19626634806319	9.59225751281863	7.65936124474673	8.71966757493233	7.93534392867661	8.20533040312749	9.74772308180793	8.26714509850318
sample_70	3.66761993997485	6.89224248424217	5.5981101217599	5.0421169438717	6.6710401000279	6.11748153905943	4.70298263319311	7.08810220601986	8.42139095687941	9.27848055670691
sample_71	5.00299738276513	5.5662167609026	4.88526863718393	5.30129157168753	5.4705688591895	4.65057827325421	6.28271750672124	6.19570240635804	6.52989924035452	8.30780746291034
sample_72	3.50968714723222	3.39481753606893	2.56863716871772	3.17582722484414	3.30512264029574	4.42947765980515	3.79777255552367	5.0881391499975	5.2713641034967	5.1103047477325
sample_73	0.831838900230792	1.71688790786591	1.69021753979216	1.28620470332241	0.120301357817493	1.03169430086516	2.34274784965509	2.0415125010971	3.70449475082037	3.41945214724917
sample_74	1.63282898827894	2.16058274005503	1.17740728622424	0.306914308834467	2.00192989983176	0.581010109418247	1.47113679628877	3.13050662705199	1.32653620525018	3.62926626901162
sample_75	7.40390589012581	6.32758311824371	6.33086589866205	6.85494586955389	8.59227505701313	8.47768488874623	7.68325242126665	8.7920876164109	7.0842226459538	7.98126284971435
sample_76	26.6656458078141	26.3796522206128	26.8380770561252	28.9306795985982	26.5954169822022	25.9656341286568	26.0411613528108	27.3852538440007	26.6206338191973	26.0367113867302
sample_77	14.9915292078487	14.8088471173237	14.9601744875722	15.6406811870004	14.2266563092977	14.6592324712998	14.978978106392	16.4274012784775	14.8779371465523	16.9171711538965
sample_78	4.40313461986491	5.18915351925607	5.9232910815803	6.84553147048411	5.42721307804781	6.57438786899685	4.89642634524362	7.30486108324613	5.61439027317376	6.67691165930399
sample_79	8.39380958232935	8.57557192058772	8.4626216702948	8.302131908038	8.59576153262824	9.372685331682	8.61765146671494	8.19540155707265	9.24188349696301	10.5707545001983
sample_80	5.82363574348072	5.82211341253907	5.93919557734235	5.39065668075257	5.34988937350493	5.07671768291604	5.67708673412984	5.46080937831776	5.4760277602974	7.71242042255898
sample_81	0.81469463108936	0.957713403986359	2.24718750499293	0.732075172416359	0.697273992816019	1.04359497298777	1.3332554163779	2.34843416160653	1.49566886107527	3.48143083052833
sample_82	-6.79438877586721	-6.94511374314432	-6.47809225919021	-6.86519916542132	-7.34928398013692	-7.01334955092849	-5.67722234163462	-6.27094446676558	-6.00073860695973	-2.64591234374635
sample_83	-11.452894171518	-11.0112843981548	-11.9040268457002	-11.6595557481016	-11.9784589798234	-10.5185892545455	-8.52934624481146	-11.4001636872893	-11.7485608510856	-10.7942033901822
sample_84	8.52868959079091	6.92299936503213	7.94105880536378	7.10216967691534	7.23503129975272	7.11810827413564	7.05659926261467	8.39735549059493	7.73452058128836	9.38550802832147
sample_85	7.91299174918121	6.77257796201139	5.87598330364923	7.17981052250506	6.24677589063661	6.4762330735533	6.81345188603855	7.62691860027134	7.94951853797589	7.04808899806288
sample_86	6.92141299440651	6.52452537404435	8.2395614636348	8.76249123425461	6.60232767368888	8.07922697518277	8.25142688218015	8.79242657304788	7.68784053828406	9.29770544983582
sample_87	4.20475759276262	3.73162262019052	2.89526711686392	4.45717781854737	3.74605287110001	3.07016837885736	5.87297587114395	3.4851720083582	3.71898504047981	7.34728648846377
sample_88	5.41627574871703	5.02648632315214	5.21388645516527	5.921522173644	6.10609777292322	6.90019996646309	6.54253623423986	9.23497159342598	9.28912393505738	5.96816617302761
sample_89	10.3992741887867	11.7650340939971	10.0348997968025	10.778364878219	9.5920238600032	9.46239750467634	10.0176539555093	9.96810670640385	12.2536871774977	11.1878289724764
sample_90	0.0956273234099516	0.90274961432549	0.0956376938385208	-0.778930653579629	0.550576845905841	1.86733140409094	0.166381480583601	4.00739396717067	2.24909147398327	2.40998138894737
sample_91	2.71299622482702	2.52413287672368	3.07131352034514	4.12423097526561	2.36749489325657	3.03018267177981	2.01911107253988	4.3430411240294	4.827060687258	2.09915977017836
sample_92	10.120147205875	9.54465917320836	11.1473356258363	9.40337762056603	10.1304215586172	9.43521818394839	12.332693159251	11.4470312383754	8.73190761058227	10.6758114458667
sample_93	9.80527069206617	10.1358292504733	10.3096633681603	10.8962654107749	9.76546463390276	11.8144220110227	11.7409820705203	9.33913537693414	12.396409099625	11.4602423441293
sample_94	6.700531238364	6.30281026244062	6.52913079726171	7.04068242035589	6.57905113188963	7.41015401580712	7.49022850403223	6.01191652262697	9.53083050332662	8.32356307445266
sample_95	9.09631476478204	8.0883385768077	8.6490652358976	8.87231466748225	7.65394624885394	8.56582584361337	9.67691140229179	10.3807599039244	10.5955496928354	11.3511269753791
sample_96	24.1305215216265	24.0314709895869	24.4968504953432	25.1765325065781	24.6767360115549	25.0136081611173	24.214852485471	25.7772970688118	25.7147641833209	26.0057130329942
sample_97	14.8133955109348	14.855626363661	15.8089185973069	15.7493199163566	14.2605634956352	16.886995433646	16.0024605715763	16.0757356886106	17.2315431854149	15.1216480626799
sample_98	6.3087559909065	7.35158435915882	6.70910839432361	7.58587164170664	7.941668692464	6.6636683384321	8.04619654051117	6.99266980826275	8.88362301202114	9.10127026559395
sample_99	18.2206656375972	18.6524638754403	18.5943522282369	19.0397265121762	19.1056569239173	19.9213710144485	18.487402143459	20.1896911431132	20.1279615735956	21.6237922799144
sample_100	6.41472148740117	6.98433323293109	6.18933606600071	5.59625247098836	7.18375410748228	7.15747137444619	6.38583315413778	8.4066247252527	8.00492153208767	7.70435840013786
sample_101	6.20545804563314	6.37961340738153	6.6173244253806	6.90132869591449	5.9098573160953	6.64000250307251	5.76014466893727	8.08744097417922	7.7196395440329	8.84302022816068
sample_102	-4.39121610622278	-3.27290297303079	-4.39399105319471	-4.22212534892334	-3.90530187055174	-3.35721556861222	-2.84953481751206	-3.1658342305715	-3.13391649655088	-1.54653584134453
sample_103	4.98853341295138	5.79566717921564	5.8672070779542	6.05229014779723	6.7887689918251	7.8421086584613	5.83306340208969	6.43846081340961	8.5553130138072	8.8993336551667
sample_104	13.0742137214433	12.4829570561646	13.3616522909364	13.5125921152028	12.5952729430756	13.3722589078094	12.6066465036157	13.1625917678434	14.6626134042975	14.8395465073249
sample_105	12.2328662895618	12.2923666711987	12.1222136465617	12.7469877517154	10.9957483386408	12.0516127833123	12.2808638394858	13.5148374408091	12.4976084963745	13.0858554802521
sample_106	3.04631113594842	3.67355426863889	3.33127622766418	3.18796334259772	3.1764855725336	3.80047522202471	3.9918364499294	3.53393489481546	3.91923826096299	5.14553888534838
sample_107	11.5596351389028	13.0277187927341	12.6357003189829	12.5869304185323	12.2991550316284	13.0149668127825	14.1113223299338	12.9067787395851	12.2860437965437	11.4780918058184
sample_108	14.0658426987504	14.8022266161838	14.6571083047909	14.0929093822124	14.0071654597699	15.5859035422725	14.1552200894495	17.2646560614711	15.4987988160595	15.774183532833
sample_109	7.6934395064718	6.53529310324992	6.44901693102481	6.99871891290117	7.32382658523383	8.88585945127347	6.7382504240197	6.90347021021928	7.45972075024823	7.92154897976072
sample_110	0.238941895741169	0.745511431903118	-0.082804013572372	2.19874492007925	-0.145438243628171	0.443646087366048	2.58637394878845	1.22950142990753	2.37673653473395	4.03733095110375
sample_111	5.54617108424476	5.40729439647283	5.7797527715577	5.71206589276049	5.32358964468585	5.57940397853686	5.81696906692425	5.33743497475219	9.12498727627211	7.85082180203813
sample_112	-6.00453840529925	-5.26111791967211	-5.35069671526688	-5.23537743002361	-5.82308845811618	-6.57900828824739	-4.88542536394953	-4.00413472860523	-5.65269354645633	-3.59575191366388
sample_113	5.0394849711393	5.67902880684745	5.22840171445962	6.97039346532893	7.67717953963358	5.55654498361245	5.53082291270526	7.23191753640602	8.18943427687173	6.30402025340491
sample_114	0.628815366279696	0.342741383738584	0.500164900906535	0.452144781803154	0.212087295085935	-0.413038174233154	0.00856597900735423	2.52234124426614	-0.0346236477182043	1.59581198465163
sample_115	8.51325548813541	7.20649279630015	7.13085113145212	7.67313802283757	8.8351175503514	7.2008735242138	8.36702073013656	10.2577627284022	10.2896950746006	9.07043837377363
sample_116	11.0011437665111	12.6514325412249	10.6278948396717	10.6447125324062	11.0932141101131	10.8787502711843	12.4386058376136	11.1603378186207	11.1993302788289	11.0168407923148
sample_117	5.86990645066031	5.53156570543068	4.4168339019291	5.98729256834646	5.80116546557627	5.02868242071934	5.6219721132921	7.61328240415845	7.57763317949389	6.23960947299543
sample_118	6.676361553875	7.60392344489716	7.93533549023992	6.18461663444528	6.90467348912916	7.23416618749653	6.60186702757378	9.02771750801621	7.51705287035082	9.71362317953533
sample_119	10.4353769186897	11.1668955680064	10.8656359093367	11.5109524482217	11.7869341542052	11.4519579215313	13.6416946355757	11.594784114984	12.4917549794292	13.691187698054
sample_120	10.5674607857566	11.1506995094596	10.5037162913021	11.2593316380366	11.4581055918605	11.0547054191303	11.5304755272846	12.4179823199919	12.6900342615633	14.2833867052864
sample_121	-2.446302683142	-2.1902813309973	-2.27305787256833	-1.06554472146816	-1.283552378447	-2.81682515472491	-1.09384996909844	-2.44197039300648	-0.111204612997623	-0.293966288460993
sample_122	-0.967711977364605	-1.12961441059755	-0.185674951181795	-0.147459896375975	0.639137571448625	1.41636734677927	1.01360103183498	1.6018038231758	1.04046652896742	2.60490672125019
sample_123	1.65756944780368	1.25249236535439	4.15920511773963	1.37106816540037	1.52492820593492	2.81928982440896	2.6175736415369	0.632900200944867	2.29794473169551	1.16437239924153
sample_124	-6.9415978971185	-7.99756849879374	-7.88256144793343	-8.28680606395029	-8.45388711050851	-7.85684395297958	-6.55131315863489	-7.88574281899724	-7.56945442250634	-6.03834821994079
sample_125	17.2062702119992	17.945140563325	17.8696383617065	18.8421940778545	18.8400263624914	16.4576017915042	19.519503924428	18.6411058123755	16.684332647073	19.9436704495317
sample_126	15.580407777221	15.3324942716306	15.2904152580967	15.20561391006	15.0881574254634	16.298625877466	18.2185860998341	17.3087984255504	17.8945525672098	17.1572734114364
sample_127	9.7357147764932	8.10073808371731	8.6476546961951	9.4458392362568	8.744306013873	8.56582420521712	8.89524565167704	9.84057935471971	9.39869472511005	7.95244131299391
sample_128	9.36209088270629	9.65327168760879	10.1001100856991	7.50114157766527	8.60820965568022	9.24512940945889	7.55304146616311	10.8711469232318	10.2446941686689	10.1178316903472
sample_129	1.49100399428065	0.454173268636679	2.24829788605889	2.00580048910735	1.6498857882492	2.12513073368548	4.00063383698084	1.4175836041492	3.01542291029554	4.39547222676304
sample_130	15.8910925873348	16.3479103902218	15.9085376712221	17.4976644950356	16.1117398873256	17.066316523341	16.7433820600191	19.6896013866697	16.1465530107511	16.5196786574005
sample_131	4.08812783703772	5.44926914432568	4.25114869245987	4.94510666982515	4.74665864343576	4.08640297671581	5.73081366491923	6.22086024540613	7.53345414768519	6.16396459139748
sample_132	6.29194102443706	5.88616887716598	6.47807750352535	5.80067456475248	6.38600309342306	7.02061119647004	5.00591930527553	5.39610624967653	8.05870990437346	7.18970916894999
sample_133	5.66332778447901	4.85967041304505	6.4268673571849	5.17650674824851	5.20402785186066	5.43626965060282	6.92140811850087	8.90247637770364	8.84394831539384	6.3494161056485
sample_134	12.1690409625331	12.2506360347503	11.6038400901313	12.8832585027252	11.1043838191935	11.1596220043024	11.5588056797808	12.2807031092398	13.5656867166647	12.5563285246537
sample_135	3.04340170152234	3.68571683761887	3.39613646891454	3.00662534703052	2.61334831280589	2.87590612655848	3.0137325873711	4.45415283109133	3.79623924288709	4.32737210607424
sample_136	19.9946763924855	21.2702626938013	21.6208364969785	20.3178807885379	20.0751567008241	20.9625387143066	20.1617109423365	22.361641660784	24.0074177403774	21.2349456796782
sample_137	4.40137398748682	4.63083737827527	2.91056364371671	3.52918281514646	3.81009093424318	3.60218314968055	3.99409891493424	4.99610517973495	4.8660559117301	5.43910545349955
sample_138	2.90940831888167	2.56815005380308	2.84172813611545	4.66185786143398	3.30150204425779	3.07022189408056	5.00831466745427	5.51810487395687	7.00714446501107	2.46636832351722
sample_139	10.5653984649194	10.4394439089868	10.395134124648	10.2427504207161	9.94500068030906	11.0334157278355	10.7988314449682	11.5587479322101	13.3962549146737	10.8643045488614
sample_140	8.04643200527216	7.69049647839373	10.1614869623403	7.81602607235691	7.34538927479593	9.50257504283213	8.32341325701617	8.1926557563042	9.51138678071452	8.02931249946916
sample_141	9.89810067389458	10.140776211461	9.64293634696925	8.30813811062858	9.68861014722481	9.94881614592009	10.3213530857247	9.59019201001263	9.00776131281998	12.9701034928655
sample_142	-0.89230642353606	-0.99962007421864	-0.980726001071	-0.780863147394601	0.119209309961359	-0.9300002264159	2.45080018393426	-1.28163386443724	0.242298647528879	0.461038875583999
sample_143	-0.322912447222077	-0.0832340426655973	0.393557292351543	0.149712958927403	0.599509948642243	1.11795981974191	1.65161918407061	-0.185623199011597	1.86264599054281	0.904841766188023
sample_144	-6.33912445806223	-6.28645883740177	-7.07574467364453	-6.88466232143524	-5.30625879305908	-6.9573239693305	-6.34886198053313	-5.01623357485625	-5.11081691038501	-4.63718252177339
sample_145	-0.130278789620999	0.0642362541081605	-0.0425181714961997	0.684302269813541	-0.599215296496579	2.25914381315015	0.493883121692621	2.93019294397158	1.42273744558524	2.84122263701038
sample_146	4.78840816881934	4.53928984794487	4.51575258089869	4.89771050971371	4.16859745824136	4.15823566169421	6.72114786279541	7.20787180187548	5.88306990002106	6.42575115894097
sample_147	15.2132705893775	14.1357392194288	15.0802576533061	15.118962833474	14.014060548412	14.4358137646223	15.6437560068549	17.6923518317964	14.2368104611926	17.412278827316
sample_148	25.8834633942863	25.8091864704875	26.0614826683922	25.5289538929263	25.3309676635406	27.1336623481392	25.6360736320467	29.0779524894616	27.3900343939956	27.123282501644
sample_149	2.42753260248101	2.57763792527959	2.85431829810152	5.0132702115213	2.73954629776132	2.70102073559973	4.36866900495641	4.97320560909218	4.6121968645113	3.75290227650134
sample_150	6.13705979290118	5.43237407254128	5.9997084466548	5.98107558290797	6.30562828136184	6.06669537263964	5.92407951581189	7.47072979072507	8.39241548656703	8.04656083826083
sample_151	6.71649549155614	6.86685394414228	7.36178116064129	7.52747573741898	6.15163141811056	7.51721214223581	8.95483128391683	7.10343189924173	6.6880347602008	10.256612180946
sample_152	12.5621688923039	12.8199847445366	13.3713137025176	12.5320060715099	12.8994152320155	12.6153337934436	12.1675822915773	14.6691332595415	12.8122029312681	14.3609635588597
sample_153	-2.63815935157485	-0.963582851349652	-1.39610669030842	-2.52696366609117	-1.77463710524335	0.572561687427209	-2.0209651419533	-2.07366372760225	-0.569262094278361	-0.749693766743062
sample_154	23.3443733362932	23.1973423012727	22.9800100561496	23.3745799434092	22.1815995644976	23.8382722169733	23.3917060122578	22.9929120805824	23.1218483182206	25.7768514620588
sample_155	4.27660172179238	4.94481856152705	4.20123609320646	4.30998212374439	5.36429322356008	5.33365231123083	5.37182605710962	4.51598756005645	5.23519246619289	7.91575891258615
sample_156	6.33866927558814	5.75382858143736	6.40995364054764	6.61020834949729	7.43445147697953	6.71326246655111	7.93110151303478	9.5230975853486	7.71400639068941	9.0513887626747
sample_157	0.904378530694052	1.34821010929505	0.852704310806682	1.5026850208039	-0.296787921963438	0.459449658773832	2.36669897174365	1.6050030167877	0.983496741691762	2.26234376039625
sample_158	10.6463314717501	11.4728038848664	10.8874897212499	11.7487623838492	12.1331657629686	12.9223085354006	11.3575103143634	11.8688689007751	12.5452613584532	15.0242451366873
sample_159	7.70004179497213	7.69813000757717	7.81240353694548	8.11978892282199	7.51732372320522	9.20098403598945	8.02545575357699	9.95151425946008	9.58270961627499	8.22708537178442
sample_160	12.2094505034061	11.5565329675931	11.9135420108054	12.4261513303101	13.2287433826102	12.120981254815	14.5667923816773	11.9364304289969	12.122111751814	14.841204630486
sample_161	-0.668131604204252	-0.710060038789572	0.472043251755299	-0.567860117715091	1.09217427215723	1.66665014178494	1.70109519596104	1.77475780654267	3.89566576144906	-0.00571724893921211
