sample	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7	gene_8	gene_9	gene_10
sample_13	7.57581725269551	8.51018105400429	8.19654511834257	9.08247563410928	8.82950616070448	7.19389935100389	8.78462938808464	9.2989165317191	9.13140669666959	9.70695245266521
sample_14	5.79506642655034	5.17684804461254	6.36225294071468	4.68174898776768	6.3248977560443	5.68236553203385	5.66713792695118	7.09987493362806	6.84232724227039	8.25898049151169
sample_15	7.54540269843062	6.12503782616234	7.11347365845222	7.18140997353907	6.06700706998577	8.57056551670003	10.7619586959051	8.07181871274972	5.81008996720573	7.70712704884078
sample_16	5.57353560011946	7.34072371804474	6.5729836631002	7.14645960873812	6.23710247928888	6.72137827792314	6.20738237520081	6.17169662623477	9.13010098491226	7.04331970539821
sample_17	6.07583487712381	5.74880517543134	6.0572885462987	5.97632166124582	5.36794437548156	6.58565614932497	6.43215034086246	7.72999718787792	6.20380693200413	5.58150939548986
sample_18	8.11388399947371	6.63685747425881	7.51645272463389	6.65378188872707	6.49472490000208	7.40859930658585	8.97691307399189	8.66073228371913	7.087631853243	8.06776797801166
sample_19	6.00923199835973	6.89989401543774	6.69153891685188	5.64316768187188	7.0222795844084	6.28349734490761	6.87020591258964	5.65893330305471	6.01659968083009	7.66155500826842
sample_20	5.44078345752961	4.46100381004093	4.04652128874834	5.21682607740773	3.94754639211655	4.90035992017314	6.4970338179808	5.26888810937294	4.84263311290916	5.78940537677396
sample_21	7.03196003615385	6.97815038704363	6.27169468184802	7.18419406251327	7.01850012729304	8.30380184634874	6.9813456519465	8.12727142193934	8.17848921158264	6.90234087707994
sample_22	7.45352507567511	7.86498180588581	6.87796415013357	8.1005108932727	6.67069313278921	6.86315538200352	7.38696333263326	8.15294508517533	7.31623359792204	7.25677221821525
sample_23	6.20719623853003	7.49278938352217	6.63987621594688	6.32978211581753	6.92711790263702	6.95762673349811	7.0202968356488	8.10507477154109	6.00720460129087	9.05945766019162
sample_24	5.55908181614511	6.63001137650485	5.1630100096543	7.55397777154161	6.45135522400983	5.11523070427534	5.35717331109327	5.35948647887972	6.94660543952623	8.60814300525891
sample_25	7.24002173610322	7.76996585397225	8.31661128881394	8.53985242606397	7.73961680937408	8.98360400775291	8.65535656966594	9.44049775449806	9.26330693479066	9.047263016195
sample_26	5.26148498232666	6.84554509957117	6.30410017243097	5.22538950503515	5.66232027820927	6.01247696108195	5.84145560730516	7.78484983969673	7.20799412473032	8.56202711687398
sample_27	7.51407657138673	6.7973192462655	8.29876011011727	7.83422008154604	8.06525957584827	7.81957581387315	6.4514900698361	7.60520628188374	11.6642150342602	10.5731989196213
sample_28	6.88964202978708	6.41279999873134	5.97205298957649	6.95786336505124	6.36053248001624	6.11965547989952	8.77594204338601	9.00565397209166	7.34686040545193	7.02051651733609
sample_29	6.66547671424966	7.02978283097763	7.50370259624973	6.80494869868437	7.42683748318655	7.6847712536603	8.85368239746811	7.91570210495388	9.05115389052853	9.78076744344865
sample_30	7.73967360395641	7.08193345587773	6.71253334883368	7.30496807224007	7.20384268998887	9.21434403125012	7.61814649629056	9.53873556976175	9.33231527309489	8.84918006814256
sample_31	7.78272578807264	7.78840888427023	8.17373174926193	7.36710929541264	7.78693792292973	7.88833154770745	8.0891798995428	8.49728669496848	10.0490513153091	8.5827483660397
sample_32	7.06045306846372	7.20490899573876	7.92277192733116	7.25772058113172	7.32096599907581	7.67542550980662	7.62234017224317	8.79154353969118	8.07731220546488	9.22747337953872
sample_33	8.67174997951792	7.96995052222207	8.1324268909796	8.64208161888035	6.76694414781181	8.61269406195567	9.18026133224084	10.4546900798176	8.29878271737289	11.8863300951396
sample_34	4.69265457291349	4.6158643337103	4.84458374119859	4.9001234363131	4.97453855813495	5.910476362287	5.34428557413765	4.85842363163242	7.5449496380409	4.34057794454089
sample_35	7.51987452064061	8.41661030270489	8.37781854544567	8.15900303762966	8.99593447849953	8.17147980673193	8.45504012619738	7.4352982217687	10.3067151698762	11.7464558582326
sample_36	7.10834214551433	6.84301338170193	5.87806698774825	7.95920207971119	6.39510637424501	7.38990584785567	6.86390682526843	7.40761474284415	7.43302045149461	7.94386127947391
sample_37	7.43745874841792	6.52336184231218	7.09908330748223	7.7156698268132	7.58783596934483	6.3803017206893	7.87269007848582	9.30158260663682	8.43655635576252	10.3050638944116
sample_38	8.42002754028741	7.98905942255637	8.86313988134607	8.7054468819232	7.37802562404495	8.0872397959936	7.08891031828143	9.55247418594339	10.6946562394236	9.00379237902509
sample_39	6.99913985244015	5.24635706862816	4.8609879490387	5.07589940903022	4.75208042915504	6.15184643441756	5.27083761272905	5.17593369482801	5.92363867941219	7.22968694397009
sample_40	6.91915540396296	7.43911583003505	8.07908282562689	6.33287185178749	6.42533373045079	7.33764431051811	8.44894784867603	7.58218906474069	10.3679423180081	10.5348074699958
sample_41	7.46165915915425	7.37505431195753	6.77530341931649	7.87552191314516	7.94790402677376	8.47496212689448	6.66189336967087	9.76446232637845	10.6108458713836	10.2953125499807
sample_42	7.11179994398652	8.28302296049341	7.67972420530059	8.72438784299712	8.09663198486574	7.99344546524253	7.9581861181212	8.63590693882957	9.08529265232574	9.22350223521203
sample_43	4.23374063276234	3.78997188623721	4.52287170038336	4.36170328716039	4.01670455778818	4.49422983063482	4.25753989296482	4.27527534359109	4.94459616455669	4.02703767708075
sample_44	6.8114498188378	6.42468308240318	6.88034555644134	7.33303129433327	6.76755517546197	5.46976643985196	6.7945023654543	6.31977727616866	5.91391695245745	6.60626528263357
sample_45	6.37943432529545	6.18728336855554	5.63704942319089	5.17267002657178	6.23712660619714	5.59915190196474	5.54347018359228	7.88999152402061	5.93760990090443	7.6853173765394
sample_46	7.28043381443189	7.21417197561726	8.02652393201351	6.99175740185786	6.81743637427053	7.41749230585832	7.73997006055468	7.51624926716583	7.16846099080783	8.73528251879875
sample_47	7.9990249600564	7.45366579841326	7.41161165942596	7.3913205072985	8.65836490139756	7.85090520273599	8.44229156066473	10.3296594987312	8.04408038106762	9.78936054847652
sample_48	5.95599474147779	5.83279268166751	5.50801469978926	6.02371503658365	5.66151860439794	6.78161605958185	6.00953194218482	6.18261867176523	6.97990946400847	6.28572906233513
sample_49	6.45988753000237	6.40754813580945	6.07693862597479	6.576756658672	6.18532301491485	7.51233428042827	9.49540164471206	8.92323698698088	9.42278378500416	7.87046048570336
sample_50	6.43213837372437	5.54827188326988	6.58822489953461	5.60221697852266	5.66249910298631	5.24038187318444	5.97088750237556	7.93826817029773	6.99059673612531	8.01018690408156
sample_51	5.68510858704953	5.5204103934824	7.42555216213289	7.69963649734785	5.8255064408338	7.18343038942815	5.16411419485182	5.30844931811654	7.24260029858436	8.26183479119078
sample_52	6.85618278149589	6.19836999595175	7.0943425649009	7.08647849329018	7.52214716756447	6.66050058866301	7.39953461942793	6.18686976503197	6.82115254105132	9.78792889603308
sample_53	7.02182073715084	6.81141229901232	8.66214789160888	6.28532126801238	7.93248463391388	9.31161796613027	7.36449924337633	8.2222808664081	8.75631229488492	9.17319480539985
sample_54	6.13420258399174	5.80639617695233	5.44528388981094	5.55983309195143	6.28661970345692	5.37546683296915	5.34297657766407	6.69921066367604	7.22080713782121	6.87132459497234
sample_55	7.85155783825062	7.9250043041649	7.87025202213007	7.56940128785497	7.43045327678469	6.79505903429772	6.96774925311236	9.2018496343514	8.18616355282399	8.83685337673706
sample_56	4.93664944549202	5.08342749308587	6.37805144494103	6.93703658983162	6.3120626767391	6.08282140382877	6.62331862655226	6.36411447112752	7.603026931035	5.78328427788542
sample_57	7.77906824779048	7.07098712677199	6.32123217720435	6.95225695677244	6.80450257195303	8.65188251631369	6.98244500766898	10.0832234803112	11.2795948541619	8.69961912459819
sample_58	8.72748118571252	7.42990889139035	7.67571914033102	8.50621068703897	7.51324382581073	7.52190721251152	8.10681558186809	9.30152130014069	8.05306864416781	11.8356671658364
sample_59	8.55998023765533	9.76212118958707	8.93378265644248	8.61187976368222	8.36297636018066	7.15496504135547	10.1499470800189	11.0618063616731	10.7120347316174	11.5382271198563
sample_60	5.86736775496481	6.79856079189064	6.41630425851652	6.61071358948671	5.82079488481217	5.88702797974459	6.12871656202955	7.32644931014145	7.011725531516	10.0023228667162
sample_61	6.52398290600909	6.31354385500434	7.30556586774527	6.21159060308035	8.02618114183318	8.93275948919544	7.51696610985632	6.0534282517168	8.07315311771521	8.70040856145415
sample_62	5.36768290064361	6.05244472521002	4.93929470573035	5.4592391882625	5.9088121386137	5.15752287350467	7.15073181832916	6.1674616716518	6.76775733794639	7.6656120259212
sample_63	7.03313857671155	6.37271183567471	6.67704519560243	6.4073314812418	7.7315695619975	5.74096363340018	6.22991106266676	7.47948243287191	8.81232934335038	6.55113413861098
sample_64	6.57514171226469	7.29045665013872	7.23283538383677	7.03601750833668	7.38488040989454	7.2984058324928	8.52533490956177	6.96815492591301	9.35565820349211	8.02739268882444
sample_65	7.25506312173097	8.05936128210246	8.50136670238233	7.14929471242315	6.62789607052553	7.58543690303447	7.29386267559216	8.91625861821872	10.0503701555516	10.4271123189752
sample_66	7.76225149752499	7.18056753381572	8.34659191799544	9.16971026574194	7.92310112362331	8.87104007356912	7.62509491327429	7.90609620545425	8.3754791197581	9.01375223772807
sample_67	7.3108049608835	6.15675461225162	6.75945071273203	7.44788036550767	6.70754392353434	6.78133627421038	6.6142792507438	7.46307900547687	6.0486093028999	6.45333445873576
sample_68	8.04485640667661	7.48670429322296	7.55831566551575	6.74496106338447	7.11285074747588	8.04310926927517	6.63371088561895	8.48744095047241	8.98722720525017	9.01390751317822
sample_69	6.32586209696309	7.36808226194446	6.92192665625797	8.31791782101341	6.38502155294151	7.44532788312711	6.66100423687139	6.93099071132227	8.47338339000271	6.99280540669796
sample_70	5.33657176490404	8.56119430917136	7.26706194668909	6.71106876880089	8.33999192495709	7.78643336398862	6.3719344581223	8.75705403094905	10.0903427818086	10.9474323816361
sample_71	7.96747657229179	8.53069595042926	7.84974782671059	8.26577076121419	8.43504804871616	7.61505746278087	9.2471966962479	9.1601815958847	9.49437842988118	11.272286652437
sample_72	8.65031872468822	8.53544911352493	7.70926874617372	8.31645880230014	8.44575421775174	9.57010923726115	8.93840413297967	10.2287707274535	10.4119956809527	10.2509363251885
sample_73	8.06227509117412	8.94732409880924	8.92065373073549	8.51664089426574	7.35073754876082	8.26213049180849	9.57318404059842	9.27194869204043	10.9349309417637	10.6498883381925
sample_74	7.09305191134367	7.62080566311976	6.63763020928897	5.7671372318992	7.46215282289649	6.04123303248298	6.9313597193535	8.59072955011672	6.78675912831491	9.08948919207635
sample_75	5.73446129411236	4.65813852223026	4.6614213026486	5.18550127354044	6.92283046099968	6.80824029273278	6.0138078252532	7.12264302039745	5.41477804994035	6.3118182537009
sample_76	6.3069634973271	6.02096991012581	6.47939474563816	8.57199728811117	6.23673467171516	5.60695181816977	5.68247904232374	7.02657153351364	6.26195150871023	5.67802907624318
sample_77	7.53798812081522	7.35530603029021	7.50663340053874	8.18714009996691	6.7731152222642	7.20569138426637	7.52543701935856	8.97386019144408	7.42439605951887	9.46363006686304
sample_78	4.90202031670698	5.68803921609814	6.42217677842237	7.34441716732618	5.92609877488988	7.07327356583892	5.39531204208569	7.8037467800882	6.11327597001583	7.17579735614606
sample_79	6.79882746489521	6.98058980315358	6.86763955286066	6.70714979060386	7.0007794151941	7.77770321424786	7.0226693492808	6.60041943963851	7.64690137952887	8.97577238276413
sample_80	7.19216990498506	7.19064757404341	7.30772973884669	6.75919084225691	6.71842353500927	6.44525184442038	7.04562089563418	6.8293435398221	6.84456192180174	9.08095458406332
sample_81	8.96523527269473	9.10825404559173	10.3977281465983	8.88261581402173	8.84781463442139	9.19413561459314	9.48379605798327	10.4989748032119	9.64620950268064	11.6319714721337
sample_82	7.78833490114104	7.63760993386393	8.10463141781804	7.71752451158693	7.23343969687133	7.56937412607976	8.90550133537363	8.31177921024267	8.58198507004852	11.9368113332619
sample_83	6.43198177712998	6.8735915504932	5.98084910294783	6.22532020054638	5.90641696882457	7.36628669410252	9.35552970383653	6.48471226135865	6.1363150975624	7.09067255846583
sample_84	8.21638072603123	6.61069050027245	7.6287499406041	6.78986081215566	6.92272243499304	6.80579940937596	6.74429039785499	8.08504662583525	7.42221171652868	9.0731991635618
sample_85	6.56444423667827	5.42403044950845	4.52743579114629	5.83126301000212	4.89822837813367	5.12768556105036	5.46490437353561	6.2783710877684	6.60097102547295	5.69954148555994
sample_86	7.74184571068799	7.34495809032583	9.05999417991628	9.58292395053609	7.42276038997036	8.89965969146425	9.07185959846163	9.61285928932936	8.50827325456554	10.1181381661173
sample_87	7.53798906118025	7.06485408860815	6.22849858528155	7.790409286965	7.07928433951764	6.40339984727499	9.20620733956158	6.81840347677583	7.05221650889744	10.6805179568814
sample_88	7.97297185260735	7.58318242704246	7.77058255905559	8.47821827753432	8.66279387681354	9.45689607035341	9.09923233813018	11.7916676973163	11.8458200389477	8.52486227691793
sample_89	8.12099226403469	9.48675216924512	7.75661787205052	8.50008295346698	7.31374193525123	7.18411557992437	7.73937203075732	7.68982478165188	9.97540525274577	8.90954704772443
sample_90	8.17766773531858	8.98479002623412	8.17767810574715	7.303109758329	8.63261725781447	9.94937181599957	8.24842189249223	12.0894343790793	10.3311318858919	10.492021800856
sample_91	8.47862096588642	8.28975761778308	8.83693826140454	9.88985571632501	8.13311963431597	8.79580741283921	7.78473581359928	10.1086658650888	10.5926854283174	7.86478451123776
sample_92	7.62491984221394	7.04943180954732	8.65210826217527	6.90815025690499	7.63519419495613	6.93999082028735	9.83746579558993	8.95180387471437	6.23668024692123	8.18058408220567
sample_93	6.50571649706958	6.83627505547669	7.01010917316375	7.59671121577832	6.46591043890617	8.51486781602608	8.4414278755237	6.03958118193755	9.09685490462844	8.16068814913269
sample_94	6.41273766453427	6.0150166886109	6.24133722343199	6.75288884652617	6.2912575580599	7.12236044197739	7.20243493020251	5.72412294879725	9.2430369294969	8.03576950062294
sample_95	7.85193413980759	6.84395795183325	7.40468461092315	7.6279340425078	6.40956562387949	7.32144521863892	8.43253077731734	9.13637927894992	9.35116906786095	10.1067463504046
sample_96	5.71620192618691	5.61715139414726	6.0825308999036	6.76221291113847	6.26241641611529	6.59928856567767	5.80053289003144	7.36297747337217	7.30044458788132	7.59139343755461
sample_97	6.21826205535429	6.26049290808053	7.21378514172636	7.15418646077613	5.66543004005475	8.29186197806553	7.40732711599582	7.48060223303009	8.63640972983439	6.52651460709945
sample_98	7.41262103310365	8.45544940135597	7.81297343652076	8.68973668390379	9.04553373466115	7.76753338062925	9.15006158270832	8.0965348504599	9.98748805421829	10.2051353077911
sample_99	7.13849329435469	7.57029153219781	7.51217988499443	7.95755416893375	8.02348458067478	8.839198671206	7.40522980021652	9.1075187998707	9.04578923035317	10.5416199366719
sample_100	5.99383251791966	6.56344426344958	5.7684470965192	5.17536350150685	6.76286513800077	6.73658240496468	5.96494418465627	7.98573575577119	7.58403256260616	7.28346943065635
sample_101	7.10779736415657	7.28195272590496	7.51966374390403	7.80366801443792	6.81219663461873	7.54234182159594	6.6624839874607	8.98978029270265	8.62197886255633	9.74535954668411
sample_102	5.36183129998236	6.48014443317435	5.35905635301043	5.5309220572818	5.8477455356534	6.39583183759292	6.90351258869308	6.58721317563364	6.61913090965426	8.20651156486061
sample_103	8.20757040233178	9.01470416859604	9.0862440673346	9.27132713717763	10.0078059812055	11.0611456478417	9.05210039147009	9.65749780279001	11.7743500031876	12.1183706445471
sample_104	8.39258130312827	7.8013246378496	8.68001987262139	8.83095969688784	7.91364052476061	8.69062648949445	7.92501408530074	8.48095934952844	9.98098098598253	10.1579140890099
sample_105	7.81771340693543	7.87721378857236	7.70706076393527	8.33183486908898	6.58059545601444	7.63645990068596	7.86571095685943	9.0996845581827	8.0824556137481	8.6707025976257
sample_106	6.35696174650286	6.98420487919333	6.64192683821862	6.49861395315216	6.48713618308804	7.11112583257915	7.30248706048384	6.8445855053699	7.22988887151743	8.45618949590282
sample_107	6.40218179428107	7.87026544811239	7.47824697436117	7.42947707391062	7.14170168700672	7.8575134681608	8.95386898531213	7.7493253949634	7.12859045192199	6.32063846119672
sample_108	4.82870104384246	5.56508496127579	5.41996664988293	4.85576772730438	4.77002380486195	6.3487618873645	4.91807843454158	8.02751440656308	6.26165716115149	6.53704187792507
sample_109	7.32386465947007	6.16571825624819	6.07944208402308	6.62914406589944	6.9542517382321	8.51628460427174	6.36867557701797	6.53389536321755	7.0901459032465	7.55197413275899
sample_110	8.30610182444912	8.81267136061107	7.98435591513558	10.2659048487872	7.92172168507978	8.510806016074	10.6535338774964	9.29666135861548	10.4438964634419	12.1044908798117
sample_111	6.16280668199773	6.0239299942258	6.39638836931067	6.32870149051346	5.94022524243882	6.19603957628983	6.43360466467722	5.95407057250516	9.74162287402508	8.4674573997911
sample_112	6.823111344655	7.56653183028214	7.47695303468737	7.59227231993064	7.00456129183807	6.24864146170686	7.94222438600472	8.82351502134902	7.17495620349792	9.23189783629038
sample_113	6.52071875900975	7.1602625947179	6.70963550233007	8.45162725319938	9.15841332750403	7.0377787714829	7.01205670057571	8.71315132427647	9.67066806474218	7.78525404127536
sample_114	9.20986890777366	8.92379492523255	9.0812184424005	9.03319832329712	8.7931408365799	8.16801536726081	8.58961952050132	11.1033947857601	8.54642989377576	10.1768655261456
sample_115	8.65965498187608	7.35289229004083	7.2772506251928	7.81953751657825	8.98151704409207	7.34727301795448	8.51342022387724	10.4041622221429	10.4360945683413	9.21683786751431
sample_116	6.19635192967935	7.84664070439309	5.82310300283994	5.83992069557441	6.28842227328133	6.07395843435252	7.63381400078178	6.35554598178888	6.39453844199709	6.21204895548302
sample_117	6.68155858853319	6.34321784330356	5.22848603980198	6.79894470621934	6.61281760344915	5.84033455859222	6.43362425116498	8.42493454203133	8.38928531736677	7.05126161086831
sample_118	5.70042182845363	6.62798371947579	6.95939576481855	5.20867690902391	5.92873376370779	6.25822646207516	5.62592730215241	8.05177778259484	6.54111314492945	8.73768345411396
sample_119	5.49254555348187	6.22406420279864	5.92280454412887	6.56812108301385	6.8441027889974	6.5091265563235	8.69886327036793	6.65195274977622	7.54892361422144	8.7483563328462
sample_120	7.53034254319273	8.11358126689572	7.46659804873822	8.2222133954727	8.42098734929664	8.0175871765664	8.49335728472077	9.38086407742806	9.6529160189994	11.2462684627225
sample_121	5.86294369438512	6.11896504652982	6.03618850495879	7.24370165605896	7.02569399908012	5.49242122280221	7.21539640842868	5.86727598452064	8.1980417645295	8.01528008906613
sample_122	5.80993066099269	5.64802822775975	6.5919676871755	6.63018274198132	7.41678020980592	8.19400998513656	7.79124367019227	8.3794464615331	7.81810916732472	9.38254935960748
sample_123	5.25457549737663	4.84949841492734	7.75621116731258	4.96807421497332	5.12193425550787	6.41629587398191	6.21457969110985	4.22990625051782	5.89495078126846	4.76137844881448
sample_124	7.2726825175293	6.21671191585406	6.33171896671437	5.92747435069751	5.76039330413929	6.35743646166822	7.66296725601291	6.32853759565056	6.64482599214146	8.17593219470701
sample_125	7.10817100012306	7.84704135144884	7.77153914983034	8.74409486597834	8.74192715061519	6.35950257962801	9.42140471255184	8.54300660049934	6.58623343519682	9.84557123765555
sample_126	6.21050933137168	5.9625958257812	5.92051681224739	5.83571546421069	5.71825897961403	6.92872743161667	8.84868765398475	7.93889997970105	8.52465412136045	7.78737496558704
sample_127	7.69074282900862	6.05576613623273	6.60268274871052	7.40086728877222	6.69933406638842	6.52085225773254	6.85027370419246	7.79560740723513	7.35372277762547	5.90746936550933
sample_128	7.32164489768414	7.61282570258664	8.0596641006769	5.46069559264312	6.56776367065807	7.20468342443674	5.51259548114096	8.83070093820968	8.20424818364679	8.07738570532504
sample_129	8.31775460201351	7.28092387636954	9.07504849379175	8.83255109684021	8.47663639598206	8.95188134141834	10.8273844447137	8.24433421188206	9.8421735180284	11.2222228344959
sample_130	5.17294885796363	5.62976666085067	5.190393941851	6.77952076566448	5.39359615795443	6.34817279396985	6.02523833064796	8.97145765729853	5.42840928137999	5.80153492802933
sample_131	5.6888189967991	7.04996030408706	5.85183985222125	6.54579782958653	6.34734980319714	5.68709413647719	7.33150482468061	7.82155140516751	9.13414530744657	7.76465575115886
sample_132	7.60657311355726	7.20080096628618	7.79270959264555	7.11530665387268	7.70063518254326	8.33524328559024	6.32055139439573	6.71073833879673	9.37334199349366	8.50434125807019
sample_133	7.03622658731797	6.23256921588401	7.79976616002386	6.54940555108747	6.57692665469962	6.80916845344178	8.29430692133983	10.2753751805426	10.2168471182328	7.72231490848746
sample_134	5.51947917319899	5.60107424541614	4.95427830079716	6.23369671339105	4.45482202985935	4.5100602149683	4.90924389044664	5.63114131990566	6.9161249273306	5.90676673531955
sample_135	8.32802392585098	8.97033906194751	8.68075869324317	8.29124757135915	7.89797053713453	8.16052835088711	8.29835481169974	9.73877505541997	9.08086146721573	9.61199433040288
sample_136	4.68455612799178	5.96014242930763	6.31071623248478	5.00776052404417	4.76503643633041	5.65241844981286	4.85159067784279	7.05152139629033	8.69729747588373	5.92482541518449
sample_137	9.52683485869037	9.75629824947882	8.03602451492026	8.65464368635001	8.93555180544673	8.7276440208841	9.11955978613779	10.1215660509385	9.99151678293365	10.5645663247031
sample_138	8.5238125335584	8.18255426847981	8.45613235079218	10.2762620761107	8.91590625893451	8.68462610875729	10.622718882131	11.1325090886336	12.6215486796878	8.08077253819395
sample_139	8.53904393659297	8.41308938066041	8.36877959632158	8.21639589238969	7.91864615198265	9.00706119950913	8.77247691664181	9.5323934038837	11.3699003863473	8.83795002053504
sample_140	6.72683250875561	6.37089698187718	8.84188746582372	6.49642657584036	6.02578977827938	8.18297554631558	7.00381376049962	6.87305625978765	8.19178728419797	6.70971300295261
sample_141	6.34986273138894	6.5925382689554	6.09469840446361	4.75990016812295	6.14037220471918	6.40057820341446	6.77311514321902	6.04195406750699	5.45952337031435	9.42186555035985
sample_142	6.51375444515393	6.40644079447135	6.42533486761899	6.62519772129539	7.52527017865135	6.47606064227409	9.85686105262425	6.12442700425275	7.64835951621887	7.86709974427399
sample_143	5.41211604648534	5.65179445104182	6.12858578605896	5.88474145263482	6.33453844234966	6.85298831344933	7.38664767777803	5.54940529469582	7.59767448425023	6.63987025989544
sample_144	7.28440270078957	7.33706832145003	6.54778248520727	6.73886483741656	8.31726836579272	6.6662031895213	7.27466517831867	8.60729358399555	8.51271024846679	8.98634463707841
sample_145	7.55669466396112	7.75120970769028	7.64445528208592	8.37127572339566	7.08775815708554	9.94611726673227	8.18085657527474	10.6171663975537	9.10971089916736	10.5281960905925
sample_146	7.1436789873298	6.89456066645533	6.87102339940915	7.25298132822417	6.52386827675182	6.51350648020467	9.07641868130587	9.56314262038594	8.23834071853152	8.78102197745143
sample_147	8.27140959497386	7.19387822502514	8.13839665890246	8.17710183907034	7.07219955400838	7.4939527702187	8.70189501245125	10.7504908373928	7.294949466789	10.4704178329124
sample_148	6.30701071362884	6.23273378983005	6.48502998773481	5.95250121226893	5.75451498288322	7.55720966748181	6.05962095138928	9.50149980880422	7.81358171333819	7.54682982098663
sample_149	6.16594834784257	6.31605367064115	6.59273404346308	8.75168595688286	6.47796204312288	6.43943648096129	8.10708475031797	8.71162135445374	8.35061260987286	7.4913180218629
sample_150	6.67584828684433	5.97116256648443	6.53849694059795	6.51986407685112	6.84441677530499	6.60548386658279	6.46286800975504	8.00951828466822	8.93120398051018	8.58534933220398
sample_151	6.00042483034694	6.15078328293308	6.64571049943209	6.81140507620978	5.43556075690136	6.80114148102661	8.23876062270763	6.38736123803253	5.9719640989916	9.54054151973683
sample_152	7.05597221794358	7.31378807017633	7.86511702815729	7.02580939714956	7.39321855765522	7.10913711908324	6.66138561721694	9.16293658518123	7.30600625690782	8.85476688449943
sample_153	5.3825003640504	7.0570768642756	6.62455302531683	5.49369604953408	6.2460226103819	8.59322140305246	5.99969457367195	5.946995988023	7.45139762134689	7.27096594888219
sample_154	7.8637466816757	7.71671564665526	7.4993834015321	7.89395328879177	6.70097290988015	8.35764556235578	7.91107935764034	7.51228542596495	7.64122166360316	10.2962248074413
sample_155	5.78961838807584	6.45783522781051	5.71425275948992	5.82299879002785	6.87730988984354	6.84666897751429	6.88484272339308	6.02900422633991	6.74820913247635	9.42877557886961
sample_156	4.11836506687091	3.53352437272013	4.18964943183041	4.38990414078006	5.2141472682623	4.49295825783388	5.71079730431755	7.30279337663137	5.49370218197218	6.83108455395747
sample_157	7.62593784958386	8.06976942818486	7.57426362969649	8.22424433969371	6.42477139692637	7.18100897766364	9.08825829063346	8.32656233567751	7.70505606058157	8.98390307928606
sample_158	8.18240246894369	9.00887488206003	8.42356071844356	9.28483338104284	9.66923676016224	10.4583795325942	8.89358131155701	9.40493989796868	10.0813323556468	12.5603161338809
sample_159	6.49461075719852	6.49269896980356	6.60697249917187	6.91435788504838	6.31189268543161	7.99555299821584	6.82002471580338	8.74608322168647	8.37727857850138	7.02165433401081
sample_160	7.31044814249252	6.65753060667951	7.0145396498918	7.52714896939652	8.32974102169666	7.22197889390145	9.66779002076377	7.0374280680833	7.22310939090044	9.94220226957243
sample_161	6.47459658569539	6.43266815111007	7.61477144165494	6.57486807218455	8.23490246205687	8.80937833168458	8.84382338586068	8.91748599644231	11.0383939513487	7.13701094096043
sample_162	7.19316931973925	8.09943602340459	7.67871421262592	9.41458868502646	7.04656112065897	7.60061112295993	6.56041615437442	7.26397596780903	6.28223442313841	11.2593814064252
sample_163	5.49849168125533	5.15014226866662	5.90247657930151	8.05344757082251	6.06572441068465	5.05246610392185	7.53170265584774	4.88431159650611	8.1898068199541	7.31489899793203
